Tracking ID,Tracking Date,Store Number,Product Description,Promotions,Total Sales
3016060,8/24/17,34,PERSONAL CARE,13,304
3016063,8/24/17,34,POULTRY,1,157.826
3016064,8/24/17,34,PREPARED FOODS,0,27
3016065,8/24/17,34,PRODUCE,0,1492.19
3016067,8/24/17,34,SEAFOOD,0,9
3016068,8/24/17,35,AUTOMOTIVE,0,1
3016070,8/24/17,35,BEAUTY,0,1
3016071,8/24/17,35,BEVERAGES,21,374
3016073,8/24/17,35,BREAD/BAKERY,1,50
3016074,8/24/17,35,CELEBRATION,0,7
3016075,8/24/17,35,CLEANING,17,205
3016076,8/24/17,35,DAIRY,6,109
3016077,8/24/17,35,DELI,3,26
3016078,8/24/17,35,EGGS,1,108
3016079,8/24/17,35,FROZEN FOODS,0,11.877
3016080,8/24/17,35,GROCERY I,51,862
3016081,8/24/17,35,GROCERY II,0,3
3016082,8/24/17,35,HARDWARE,0,1
3016083,8/24/17,35,HOME AND KITCHEN I,0,11
3016084,8/24/17,35,HOME AND KITCHEN II,0,13
3016085,8/24/17,35,HOME APPLIANCES,0,1
3016086,8/24/17,35,HOME CARE,6,104
3016089,8/24/17,35,LINGERIE,0,7
3016092,8/24/17,35,MEATS,20,193.307
3016093,8/24/17,35,PERSONAL CARE,6,43
3016096,8/24/17,35,POULTRY,0,81.097
3016097,8/24/17,35,PREPARED FOODS,0,19
3016098,8/24/17,35,PRODUCE,1,627.733
3016100,8/24/17,35,SEAFOOD,0,1
3016101,8/24/17,36,AUTOMOTIVE,0,5
3016104,8/24/17,36,BEVERAGES,27,1025
3016106,8/24/17,36,BREAD/BAKERY,2,465
3016107,8/24/17,36,CELEBRATION,0,9
3016108,8/24/17,36,CLEANING,16,859
3016109,8/24/17,36,DAIRY,5,528
3016110,8/24/17,36,DELI,6,154.806
3016111,8/24/17,36,EGGS,1,115
3016112,8/24/17,36,FROZEN FOODS,0,78.06
3016113,8/24/17,36,GROCERY I,58,1881.333
3016116,8/24/17,36,HOME AND KITCHEN I,0,31
3016117,8/24/17,36,HOME AND KITCHEN II,1,5
3016119,8/24/17,36,HOME CARE,7,269
3016121,8/24/17,36,LAWN AND GARDEN,0,4
3016122,8/24/17,36,LINGERIE,0,14
3016125,8/24/17,36,MEATS,22,107.645
3016126,8/24/17,36,PERSONAL CARE,11,169
3016129,8/24/17,36,POULTRY,0,76.678
3016130,8/24/17,36,PREPARED FOODS,0,30.554
3016131,8/24/17,36,PRODUCE,1,2792.749
3016133,8/24/17,36,SEAFOOD,0,1
3016137,8/24/17,37,BEVERAGES,35,1064
3016139,8/24/17,37,BREAD/BAKERY,12,488.135
3016140,8/24/17,37,CELEBRATION,0,11
3016141,8/24/17,37,CLEANING,10,1074
3016142,8/24/17,37,DAIRY,8,938
3016143,8/24/17,37,DELI,10,116.798996
3016144,8/24/17,37,EGGS,0,181
3016145,8/24/17,37,FROZEN FOODS,0,191
3016146,8/24/17,37,GROCERY I,51,3404
3016152,8/24/17,37,HOME CARE,8,376
3016154,8/24/17,37,LAWN AND GARDEN,0,10
3016158,8/24/17,37,MEATS,0,543.763
3016159,8/24/17,37,PERSONAL CARE,11,212
3016161,8/24/17,37,PLAYERS AND ELECTRONICS,0,13
3016162,8/24/17,37,POULTRY,0,264.094
3016163,8/24/17,37,PREPARED FOODS,0,164.836
3016164,8/24/17,37,PRODUCE,2,7
3016166,8/24/17,37,SEAFOOD,0,17.774
3016170,8/24/17,38,BEVERAGES,35,611
3016172,8/24/17,38,BREAD/BAKERY,8,698.825
3016173,8/24/17,38,CELEBRATION,0,14
3016174,8/24/17,38,CLEANING,11,847
3016175,8/24/17,38,DAIRY,11,827
3016176,8/24/17,38,DELI,9,180.008
3016177,8/24/17,38,EGGS,0,98
3016178,8/24/17,38,FROZEN FOODS,0,160
3016179,8/24/17,38,GROCERY I,60,2870
3016185,8/24/17,38,HOME CARE,5,443
3016187,8/24/17,38,LAWN AND GARDEN,0,7
3016189,8/24/17,38,LIQUOR WINE BEER,3,32
3016191,8/24/17,38,MEATS,0,155.259
3016192,8/24/17,38,PERSONAL CARE,12,269
3016194,8/24/17,38,PLAYERS AND ELECTRONICS,0,11
3016195,8/24/17,38,POULTRY,0,172.089
3016196,8/24/17,38,PREPARED FOODS,0,165.418
3016197,8/24/17,38,PRODUCE,1,1
3016199,8/24/17,38,SEAFOOD,1,19.067001
3016200,8/24/17,39,AUTOMOTIVE,0,4
3016202,8/24/17,39,BEAUTY,1,3
3016203,8/24/17,39,BEVERAGES,26,658
3016205,8/24/17,39,BREAD/BAKERY,3,539
3016207,8/24/17,39,CLEANING,22,1056
3016208,8/24/17,39,DAIRY,10,535
3016209,8/24/17,39,DELI,8,134.31
3016210,8/24/17,39,EGGS,1,221
3016211,8/24/17,39,FROZEN FOODS,0,43
3016212,8/24/17,39,GROCERY I,57,3484.952
3016214,8/24/17,39,HARDWARE,0,1
3016216,8/24/17,39,HOME AND KITCHEN II,2,14
3016218,8/24/17,39,HOME CARE,11,292
3016219,8/24/17,39,LADIESWEAR,0,14
3016220,8/24/17,39,LAWN AND GARDEN,0,8
3016221,8/24/17,39,LINGERIE,2,8
3016224,8/24/17,39,MEATS,19,112.365
3016225,8/24/17,39,PERSONAL CARE,10,203
3016228,8/24/17,39,POULTRY,1,167.5024
3016229,8/24/17,39,PREPARED FOODS,0,84.007
3016230,8/24/17,39,PRODUCE,1,2463.323
3016232,8/24/17,39,SEAFOOD,0,11
3016236,8/24/17,4,BEVERAGES,26,1821
3016238,8/24/17,4,BREAD/BAKERY,12,267.395
3016239,8/24/17,4,CELEBRATION,0,5
3016240,8/24/17,4,CLEANING,12,542
3016241,8/24/17,4,DAIRY,8,558
3016242,8/24/17,4,DELI,10,178.768
3016243,8/24/17,4,EGGS,0,135
3016244,8/24/17,4,FROZEN FOODS,0,104.375
3016245,8/24/17,4,GROCERY I,47,2055
3016251,8/24/17,4,HOME CARE,6,364
3016253,8/24/17,4,LAWN AND GARDEN,0,10
3016257,8/24/17,4,MEATS,0,231.781
3016260,8/24/17,4,PLAYERS AND ELECTRONICS,0,8
3016261,8/24/17,4,POULTRY,0,530.02
3016262,8/24/17,4,PREPARED FOODS,0,88.19
3016263,8/24/17,4,PRODUCE,2,3832.635
3016265,8/24/17,4,SEAFOOD,1,41.473
3016266,8/24/17,40,AUTOMOTIVE,0,6
3016269,8/24/17,40,BEVERAGES,21,863
3016271,8/24/17,40,BREAD/BAKERY,3,292
3016272,8/24/17,40,CELEBRATION,0,21
3016273,8/24/17,40,CLEANING,16,807
3016274,8/24/17,40,DAIRY,5,555
3016275,8/24/17,40,DELI,7,216
3016276,8/24/17,40,EGGS,1,102
3016277,8/24/17,40,FROZEN FOODS,0,36.973
3016278,8/24/17,40,GROCERY I,63,3122
3016279,8/24/17,40,GROCERY II,0,12
3016281,8/24/17,40,HOME AND KITCHEN I,1,36
3016282,8/24/17,40,HOME AND KITCHEN II,0,9
3016283,8/24/17,40,HOME APPLIANCES,0,1
3016284,8/24/17,40,HOME CARE,10,210
3016287,8/24/17,40,LINGERIE,0,20
3016290,8/24/17,40,MEATS,10,120.335
3016291,8/24/17,40,PERSONAL CARE,8,144
3016294,8/24/17,40,POULTRY,1,145.491
3016295,8/24/17,40,PREPARED FOODS,0,43
3016296,8/24/17,40,PRODUCE,2,1946.614
3016298,8/24/17,40,SEAFOOD,0,5
3016302,8/24/17,41,BEVERAGES,32,618
3016304,8/24/17,41,BREAD/BAKERY,10,289.626
3016305,8/24/17,41,CELEBRATION,0,4
3016306,8/24/17,41,CLEANING,14,640
3016307,8/24/17,41,DAIRY,12,391
3016308,8/24/17,41,DELI,8,200.048
3016309,8/24/17,41,EGGS,0,94
3016310,8/24/17,41,FROZEN FOODS,0,118.998
3016311,8/24/17,41,GROCERY I,53,1913
3016317,8/24/17,41,HOME CARE,4,222
3016319,8/24/17,41,LAWN AND GARDEN,0,5
3016323,8/24/17,41,MEATS,0,103.837
3016324,8/24/17,41,PERSONAL CARE,6,389
3016325,8/24/17,41,PET SUPPLIES,0,6
3016327,8/24/17,41,POULTRY,0,145.053
3016328,8/24/17,41,PREPARED FOODS,0,46.353
3016329,8/24/17,41,PRODUCE,2,2
3016331,8/24/17,41,SEAFOOD,0,12
3016365,8/24/17,43,AUTOMOTIVE,0,4
3016368,8/24/17,43,BEVERAGES,26,1480
3016370,8/24/17,43,BREAD/BAKERY,3,164
3016372,8/24/17,43,CLEANING,19,611
3016373,8/24/17,43,DAIRY,9,300
3016374,8/24/17,43,DELI,7,127
3016375,8/24/17,43,EGGS,1,92
3016376,8/24/17,43,FROZEN FOODS,0,18.630001
3016377,8/24/17,43,GROCERY I,58,2158
3016381,8/24/17,43,HOME AND KITCHEN II,0,12
3016383,8/24/17,43,HOME CARE,12,228
3016389,8/24/17,43,MEATS,20,80.836
3016390,8/24/17,43,PERSONAL CARE,13,142
3016393,8/24/17,43,POULTRY,0,118.133995
3016394,8/24/17,43,PREPARED FOODS,0,84
3016395,8/24/17,43,PRODUCE,1,890.72
3016398,8/24/17,44,AUTOMOTIVE,0,34
3016401,8/24/17,44,BEVERAGES,44,8783
3016403,8/24/17,44,BREAD/BAKERY,14,1080.753
3016404,8/24/17,44,CELEBRATION,0,11
3016405,8/24/17,44,CLEANING,16,2404
3016406,8/24/17,44,DAIRY,14,2129
3016407,8/24/17,44,DELI,11,605.141
3016408,8/24/17,44,EGGS,0,745
3016409,8/24/17,44,FROZEN FOODS,0,525.873
3016410,8/24/17,44,GROCERY I,64,7764
3016411,8/24/17,44,GROCERY II,0,75
3016416,8/24/17,44,HOME CARE,8,615
3016422,8/24/17,44,MEATS,0,1504.193
3016423,8/24/17,44,PERSONAL CARE,20,416
3016425,8/24/17,44,PLAYERS AND ELECTRONICS,0,36
3016426,8/24/17,44,POULTRY,0,1565.993
3016427,8/24/17,44,PREPARED FOODS,0,613.183
3016428,8/24/17,44,PRODUCE,4,15184.537
3016430,8/24/17,44,SEAFOOD,1,145.82199
3016431,8/24/17,45,AUTOMOTIVE,0,14
3016434,8/24/17,45,BEVERAGES,39,3022
3016436,8/24/17,45,BREAD/BAKERY,13,861.942
3016437,8/24/17,45,CELEBRATION,0,26
3016438,8/24/17,45,CLEANING,14,1790
3016439,8/24/17,45,DAIRY,13,1741
3016440,8/24/17,45,DELI,10,592.109
3016441,8/24/17,45,EGGS,0,363
3016442,8/24/17,45,FROZEN FOODS,0,223.435
3016443,8/24/17,45,GROCERY I,64,6509
3016449,8/24/17,45,HOME CARE,8,789
3016455,8/24/17,45,MEATS,0,1599.408
3016456,8/24/17,45,PERSONAL CARE,18,409
3016458,8/24/17,45,PLAYERS AND ELECTRONICS,0,18
3016459,8/24/17,45,POULTRY,0,1571.412
3016460,8/24/17,45,PREPARED FOODS,0,276.04
3016461,8/24/17,45,PRODUCE,1,16
3016463,8/24/17,45,SEAFOOD,1,121.899
3016464,8/24/17,46,AUTOMOTIVE,0,17
3016467,8/24/17,46,BEVERAGES,35,4793
3016469,8/24/17,46,BREAD/BAKERY,13,748.534
3016470,8/24/17,46,CELEBRATION,0,17
3016471,8/24/17,46,CLEANING,17,1887
3016472,8/24/17,46,DAIRY,13,1540
3016473,8/24/17,46,DELI,9,851.216
3016474,8/24/17,46,EGGS,0,153
3016475,8/24/17,46,FROZEN FOODS,0,257.501
3016476,8/24/17,46,GROCERY I,59,6903
3016479,8/24/17,46,HOME AND KITCHEN I,0,43
3016482,8/24/17,46,HOME CARE,8,757
3016484,8/24/17,46,LAWN AND GARDEN,0,10
3016488,8/24/17,46,MEATS,0,1142.723
3016489,8/24/17,46,PERSONAL CARE,10,555
3016491,8/24/17,46,PLAYERS AND ELECTRONICS,2,38
3016492,8/24/17,46,POULTRY,1,1074.8201
3016493,8/24/17,46,PREPARED FOODS,0,170.36499
3016494,8/24/17,46,PRODUCE,1,2508.452
3016496,8/24/17,46,SEAFOOD,0,47.05
3016497,8/24/17,47,AUTOMOTIVE,0,33
3016500,8/24/17,47,BEVERAGES,34,3052
3016502,8/24/17,47,BREAD/BAKERY,12,1381.06
3016503,8/24/17,47,CELEBRATION,0,16
3016504,8/24/17,47,CLEANING,16,2076
3016505,8/24/17,47,DAIRY,9,2038
3016506,8/24/17,47,DELI,9,715.537
3016507,8/24/17,47,EGGS,0,345
3016508,8/24/17,47,FROZEN FOODS,0,260.854
3016509,8/24/17,47,GROCERY I,59,8134
3016515,8/24/17,47,HOME CARE,7,852
3016517,8/24/17,47,LAWN AND GARDEN,1,25
3016521,8/24/17,47,MEATS,0,1231.028
3016522,8/24/17,47,PERSONAL CARE,14,880
3016524,8/24/17,47,PLAYERS AND ELECTRONICS,0,10
3016525,8/24/17,47,POULTRY,1,1592.196
3016526,8/24/17,47,PREPARED FOODS,0,339.046
3016527,8/24/17,47,PRODUCE,2,8630.106
3016529,8/24/17,47,SEAFOOD,1,96.708
3016530,8/24/17,48,AUTOMOTIVE,0,11
3016533,8/24/17,48,BEVERAGES,37,1390
3016535,8/24/17,48,BREAD/BAKERY,12,437.845
3016536,8/24/17,48,CELEBRATION,0,25
3016537,8/24/17,48,CLEANING,19,1315
3016538,8/24/17,48,DAIRY,12,872
3016539,8/24/17,48,DELI,9,404.964
3016540,8/24/17,48,EGGS,0,62
3016541,8/24/17,48,FROZEN FOODS,0,119.081
3016542,8/24/17,48,GROCERY I,63,4600
3016544,8/24/17,48,HARDWARE,0,3
3016548,8/24/17,48,HOME CARE,8,822
3016554,8/24/17,48,MEATS,0,1003.731
3016555,8/24/17,48,PERSONAL CARE,14,500
3016557,8/24/17,48,PLAYERS AND ELECTRONICS,0,22
3016558,8/24/17,48,POULTRY,1,754.414
3016559,8/24/17,48,PREPARED FOODS,0,117.881
3016560,8/24/17,48,PRODUCE,3,2135.061
3016562,8/24/17,48,SEAFOOD,0,11.071
3016563,8/24/17,49,AUTOMOTIVE,1,12
3016566,8/24/17,49,BEVERAGES,33,6090
3016568,8/24/17,49,BREAD/BAKERY,14,716.128
3016570,8/24/17,49,CLEANING,16,1550
3016571,8/24/17,49,DAIRY,13,1716
3016572,8/24/17,49,DELI,11,313.102
3016573,8/24/17,49,EGGS,0,375
3016574,8/24/17,49,FROZEN FOODS,0,307.788
3016575,8/24/17,49,GROCERY I,53,5463
3016581,8/24/17,49,HOME CARE,9,358
3016583,8/24/17,49,LAWN AND GARDEN,0,15
3016587,8/24/17,49,MEATS,0,983.105
3016588,8/24/17,49,PERSONAL CARE,11,270
3016590,8/24/17,49,PLAYERS AND ELECTRONICS,0,30
3016591,8/24/17,49,POULTRY,0,1041.163
3016592,8/24/17,49,PREPARED FOODS,0,326.18
3016593,8/24/17,49,PRODUCE,3,8248.459
3016595,8/24/17,49,SEAFOOD,1,96.911
3016599,8/24/17,5,BEVERAGES,29,681
3016601,8/24/17,5,BREAD/BAKERY,9,275.637
3016602,8/24/17,5,CELEBRATION,0,27
3016603,8/24/17,5,CLEANING,13,838
3016604,8/24/17,5,DAIRY,10,510
3016605,8/24/17,5,DELI,10,305.384
3016606,8/24/17,5,EGGS,0,117
3016607,8/24/17,5,FROZEN FOODS,0,125.135
3016608,8/24/17,5,GROCERY I,50,2713
3016614,8/24/17,5,HOME CARE,3,337
3016616,8/24/17,5,LAWN AND GARDEN,0,1
3016620,8/24/17,5,MEATS,0,279.986
3016621,8/24/17,5,PERSONAL CARE,8,256
3016624,8/24/17,5,POULTRY,0,241.7
3016625,8/24/17,5,PREPARED FOODS,0,78.573
3016626,8/24/17,5,PRODUCE,1,4
3016628,8/24/17,5,SEAFOOD,1,30.582
3016629,8/24/17,50,AUTOMOTIVE,0,17
3016632,8/24/17,50,BEVERAGES,28,1463
3016634,8/24/17,50,BREAD/BAKERY,11,466.783
3016635,8/24/17,50,CELEBRATION,0,29
3016636,8/24/17,50,CLEANING,13,1421
3016637,8/24/17,50,DAIRY,13,1094
3016638,8/24/17,50,DELI,9,368.328
3016639,8/24/17,50,EGGS,0,103
3016640,8/24/17,50,FROZEN FOODS,0,123
3016641,8/24/17,50,GROCERY I,48,5329
3016645,8/24/17,50,HOME AND KITCHEN II,2,29
3016647,8/24/17,50,HOME CARE,7,505
3016653,8/24/17,50,MEATS,0,521.215
3016654,8/24/17,50,PERSONAL CARE,12,295
3016656,8/24/17,50,PLAYERS AND ELECTRONICS,0,21
3016657,8/24/17,50,POULTRY,0,531.095
3016658,8/24/17,50,PREPARED FOODS,0,116.573
3016659,8/24/17,50,PRODUCE,2,2931.032
3016661,8/24/17,50,SEAFOOD,1,29.085001
3016665,8/24/17,51,BEVERAGES,26,7311
3016667,8/24/17,51,BREAD/BAKERY,10,1148.096
3016668,8/24/17,51,CELEBRATION,0,8
3016669,8/24/17,51,CLEANING,8,2098
3016670,8/24/17,51,DAIRY,13,2104
3016671,8/24/17,51,DELI,8,328.069
3016672,8/24/17,51,EGGS,0,367
3016673,8/24/17,51,FROZEN FOODS,0,628.92
3016674,8/24/17,51,GROCERY I,41,6223
3016677,8/24/17,51,HOME AND KITCHEN I,0,5
3016680,8/24/17,51,HOME CARE,4,400
3016682,8/24/17,51,LAWN AND GARDEN,0,6
3016686,8/24/17,51,MEATS,0,509.478
3016687,8/24/17,51,PERSONAL CARE,7,544
3016689,8/24/17,51,PLAYERS AND ELECTRONICS,2,20
3016690,8/24/17,51,POULTRY,0,694.898
3016691,8/24/17,51,PREPARED FOODS,0,200
3016692,8/24/17,51,PRODUCE,2,9940.145
3016694,8/24/17,51,SEAFOOD,1,111.006
3016731,8/24/17,53,BEVERAGES,22,510
3016733,8/24/17,53,BREAD/BAKERY,6,335.096
3016734,8/24/17,53,CELEBRATION,0,6
3016735,8/24/17,53,CLEANING,8,489
3016736,8/24/17,53,DAIRY,5,335
3016737,8/24/17,53,DELI,10,110.476
3016738,8/24/17,53,EGGS,0,48
3016739,8/24/17,53,FROZEN FOODS,0,141
3016740,8/24/17,53,GROCERY I,39,1557
3016746,8/24/17,53,HOME CARE,4,204
3016752,8/24/17,53,MEATS,0,236.905
3016753,8/24/17,53,PERSONAL CARE,7,136
3016755,8/24/17,53,PLAYERS AND ELECTRONICS,0,12
3016756,8/24/17,53,POULTRY,0,164.829
3016757,8/24/17,53,PREPARED FOODS,0,56.444
3016758,8/24/17,53,PRODUCE,2,2711.263
3016760,8/24/17,53,SEAFOOD,0,5
3016761,8/24/17,54,AUTOMOTIVE,0,2
3016763,8/24/17,54,BEAUTY,0,1
3016764,8/24/17,54,BEVERAGES,26,872
3016766,8/24/17,54,BREAD/BAKERY,0,136
3016767,8/24/17,54,CELEBRATION,0,1
3016768,8/24/17,54,CLEANING,15,611
3016769,8/24/17,54,DAIRY,3,154
3016770,8/24/17,54,DELI,5,143
3016771,8/24/17,54,EGGS,1,30
3016772,8/24/17,54,FROZEN FOODS,0,10.166
3016773,8/24/17,54,GROCERY I,43,1519
3016774,8/24/17,54,GROCERY II,0,6
3016775,8/24/17,54,HARDWARE,0,2
3016776,8/24/17,54,HOME AND KITCHEN I,0,14
3016777,8/24/17,54,HOME AND KITCHEN II,0,11
3016779,8/24/17,54,HOME CARE,8,138
3016782,8/24/17,54,LINGERIE,0,9
3016785,8/24/17,54,MEATS,9,58.312
3016786,8/24/17,54,PERSONAL CARE,7,122
3016789,8/24/17,54,POULTRY,0,34.337
3016790,8/24/17,54,PREPARED FOODS,0,99
3016791,8/24/17,54,PRODUCE,0,653.491
3016793,8/24/17,54,SEAFOOD,0,3
3016796,8/24/17,6,BEAUTY,1,3
3016797,8/24/17,6,BEVERAGES,30,1050
3016799,8/24/17,6,BREAD/BAKERY,13,346.316
3016800,8/24/17,6,CELEBRATION,0,11
3016801,8/24/17,6,CLEANING,13,797
3016802,8/24/17,6,DAIRY,10,715
3016803,8/24/17,6,DELI,10,230.665
3016804,8/24/17,6,EGGS,0,144
3016805,8/24/17,6,FROZEN FOODS,0,135
3016806,8/24/17,6,GROCERY I,45,3073
3016812,8/24/17,6,HOME CARE,7,373
3016814,8/24/17,6,LAWN AND GARDEN,0,7
3016816,8/24/17,6,LIQUOR WINE BEER,2,59
3016818,8/24/17,6,MEATS,1,595.626
3016819,8/24/17,6,PERSONAL CARE,8,401
3016822,8/24/17,6,POULTRY,0,870.827
3016823,8/24/17,6,PREPARED FOODS,0,162.702
3016824,8/24/17,6,PRODUCE,1,29
3016826,8/24/17,6,SEAFOOD,1,40.726
3016830,8/24/17,7,BEVERAGES,30,2272
3016832,8/24/17,7,BREAD/BAKERY,7,518.276
3016833,8/24/17,7,CELEBRATION,0,17
3016834,8/24/17,7,CLEANING,7,1059
3016835,8/24/17,7,DAIRY,12,1025
3016836,8/24/17,7,DELI,10,163.209
3016837,8/24/17,7,EGGS,0,263
3016838,8/24/17,7,FROZEN FOODS,0,208
3016839,8/24/17,7,GROCERY I,46,3906
3016845,8/24/17,7,HOME CARE,7,308
3016847,8/24/17,7,LAWN AND GARDEN,0,24
3016851,8/24/17,7,MEATS,0,696.255
3016852,8/24/17,7,PERSONAL CARE,9,230
3016854,8/24/17,7,PLAYERS AND ELECTRONICS,0,14
3016855,8/24/17,7,POULTRY,0,887.265
3016856,8/24/17,7,PREPARED FOODS,0,212.95801
3016857,8/24/17,7,PRODUCE,2,2
3016859,8/24/17,7,SEAFOOD,1,72.985
3016863,8/24/17,8,BEVERAGES,26,1600
3016865,8/24/17,8,BREAD/BAKERY,5,509.29102
3016867,8/24/17,8,CLEANING,6,1200
3016868,8/24/17,8,DAIRY,8,1376
3016869,8/24/17,8,DELI,10,282.744
3016870,8/24/17,8,EGGS,0,358
3016871,8/24/17,8,FROZEN FOODS,0,170
3016872,8/24/17,8,GROCERY I,49,3998
3016878,8/24/17,8,HOME CARE,5,365
3016880,8/24/17,8,LAWN AND GARDEN,0,15
3016884,8/24/17,8,MEATS,0,1129.43
3016885,8/24/17,8,PERSONAL CARE,8,254
3016887,8/24/17,8,PLAYERS AND ELECTRONICS,0,12
3016888,8/24/17,8,POULTRY,0,588.473
3016889,8/24/17,8,PREPARED FOODS,0,226.95
3016890,8/24/17,8,PRODUCE,2,1
3016892,8/24/17,8,SEAFOOD,0,73.304
3016893,8/24/17,9,AUTOMOTIVE,0,21
3016896,8/24/17,9,BEVERAGES,24,2217
3016898,8/24/17,9,BREAD/BAKERY,4,521
3016900,8/24/17,9,CLEANING,23,1752
3016901,8/24/17,9,DAIRY,8,584
3016902,8/24/17,9,DELI,9,602.9347
3016903,8/24/17,9,EGGS,1,136
3016904,8/24/17,9,FROZEN FOODS,0,61.495
3016905,8/24/17,9,GROCERY I,68,7685
3016906,8/24/17,9,GROCERY II,0,18
3016908,8/24/17,9,HOME AND KITCHEN I,1,44
3016911,8/24/17,9,HOME CARE,9,696
3016912,8/24/17,9,LADIESWEAR,0,14
3016913,8/24/17,9,LAWN AND GARDEN,0,3
3016917,8/24/17,9,MEATS,20,404.3831
3016918,8/24/17,9,PERSONAL CARE,13,334
3016921,8/24/17,9,POULTRY,0,613.71704
3016922,8/24/17,9,PREPARED FOODS,0,56.86
3016923,8/24/17,9,PRODUCE,3,1906.603
3016925,8/24/17,9,SEAFOOD,0,22.9274
3016929,8/25/17,1,BEVERAGES,32,2803
3016931,8/25/17,1,BREAD/BAKERY,2,232.343
3016932,8/25/17,1,CELEBRATION,0,13
3016933,8/25/17,1,CLEANING,8,720
3016934,8/25/17,1,DAIRY,12,710
3016935,8/25/17,1,DELI,52,144.572
3016936,8/25/17,1,EGGS,26,163
3016937,8/25/17,1,FROZEN FOODS,1,97
3016938,8/25/17,1,GROCERY I,50,2327
3016944,8/25/17,1,HOME CARE,6,211
3016946,8/25/17,1,LAWN AND GARDEN,0,20
3016950,8/25/17,1,MEATS,49,712.06
3016951,8/25/17,1,PERSONAL CARE,7,145
3016953,8/25/17,1,PLAYERS AND ELECTRONICS,0,7
3016954,8/25/17,1,POULTRY,36,709.636
3016955,8/25/17,1,PREPARED FOODS,0,127.85
3016956,8/25/17,1,PRODUCE,1,3951.501
3016958,8/25/17,1,SEAFOOD,5,30.559
3016959,8/25/17,10,AUTOMOTIVE,0,5
3016961,8/25/17,10,BEAUTY,0,1
3016962,8/25/17,10,BEVERAGES,14,370
3016964,8/25/17,10,BREAD/BAKERY,2,112
3016966,8/25/17,10,CLEANING,16,776
3016967,8/25/17,10,DAIRY,6,336
3016968,8/25/17,10,DELI,37,205
3016969,8/25/17,10,EGGS,1,11
3016970,8/25/17,10,FROZEN FOODS,0,50.571
3016971,8/25/17,10,GROCERY I,47,2463
3016973,8/25/17,10,HARDWARE,0,2
3016974,8/25/17,10,HOME AND KITCHEN I,0,24
3016977,8/25/17,10,HOME CARE,6,310
3016980,8/25/17,10,LINGERIE,0,6
3016983,8/25/17,10,MEATS,0,205.056
3016984,8/25/17,10,PERSONAL CARE,9,131
3016987,8/25/17,10,POULTRY,10,216.878
3016988,8/25/17,10,PREPARED FOODS,0,19
3016989,8/25/17,10,PRODUCE,2,351.215
3016991,8/25/17,10,SEAFOOD,0,5
3016992,8/25/17,11,AUTOMOTIVE,0,6
3016995,8/25/17,11,BEVERAGES,31,1836
3016997,8/25/17,11,BREAD/BAKERY,4,576
3016998,8/25/17,11,CELEBRATION,0,31
3016999,8/25/17,11,CLEANING,23,1189
3017000,8/25/17,11,DAIRY,8,320
3017001,8/25/17,11,DELI,61,244.813
3017002,8/25/17,11,EGGS,1,88
3017003,8/25/17,11,FROZEN FOODS,0,52
3017004,8/25/17,11,GROCERY I,66,6304.683
3017005,8/25/17,11,GROCERY II,0,21
3017007,8/25/17,11,HOME AND KITCHEN I,1,13
3017008,8/25/17,11,HOME AND KITCHEN II,1,13
3017010,8/25/17,11,HOME CARE,8,933
3017011,8/25/17,11,LADIESWEAR,0,16
3017013,8/25/17,11,LINGERIE,0,14
3017014,8/25/17,11,LIQUOR WINE BEER,3,81
3017016,8/25/17,11,MEATS,0,694.64
3017017,8/25/17,11,PERSONAL CARE,12,234
3017019,8/25/17,11,PLAYERS AND ELECTRONICS,0,10
3017020,8/25/17,11,POULTRY,14,776.195
3017021,8/25/17,11,PREPARED FOODS,2,41
3017022,8/25/17,11,PRODUCE,2,1988.468
3017024,8/25/17,11,SEAFOOD,0,14
3017025,8/25/17,12,AUTOMOTIVE,0,9
3017028,8/25/17,12,BEVERAGES,19,517
3017030,8/25/17,12,BREAD/BAKERY,3,152
3017032,8/25/17,12,CLEANING,16,695
3017033,8/25/17,12,DAIRY,6,272
3017034,8/25/17,12,DELI,46,120
3017035,8/25/17,12,EGGS,1,70
3017036,8/25/17,12,FROZEN FOODS,0,52
3017037,8/25/17,12,GROCERY I,44,2088
3017049,8/25/17,12,MEATS,0,159.299
3017050,8/25/17,12,PERSONAL CARE,10,213
3017052,8/25/17,12,PLAYERS AND ELECTRONICS,0,6
3017053,8/25/17,12,POULTRY,10,305.056
3017055,8/25/17,12,PRODUCE,0,341.653
3017061,8/25/17,13,BEVERAGES,16,453
3017063,8/25/17,13,BREAD/BAKERY,1,103
3017065,8/25/17,13,CLEANING,19,594
3017066,8/25/17,13,DAIRY,7,238
3017067,8/25/17,13,DELI,39,85
3017068,8/25/17,13,EGGS,1,54
3017069,8/25/17,13,FROZEN FOODS,0,15
3017070,8/25/17,13,GROCERY I,45,1654
3017077,8/25/17,13,LADIESWEAR,0,5
3017082,8/25/17,13,MEATS,0,131.586
3017083,8/25/17,13,PERSONAL CARE,10,143
3017086,8/25/17,13,POULTRY,8,135.026
3017087,8/25/17,13,PREPARED FOODS,0,14
3017088,8/25/17,13,PRODUCE,0,299.712
3017091,8/25/17,14,AUTOMOTIVE,0,4
3017094,8/25/17,14,BEVERAGES,19,441
3017096,8/25/17,14,BREAD/BAKERY,3,174
3017097,8/25/17,14,CELEBRATION,0,4
3017098,8/25/17,14,CLEANING,17,816
